target_id,ra,dec
,195.316665,-63.34948
,335.813479,63.422747
,312.014856,44.09144
,85.636408,-9.751886
,347.060057,62.431887
,92.791643,-6.163219
,335.5728,63.536714
,346.020966,61.803797
,84.098497,-5.379516
,91.951443,-6.89124
,55.006264,31.17146
,341.627299,60.649216
,341.351867,61.589616
,336.220763,63.599553
,336.046464,63.466526
,98.073222,4.885633
,313.47809,44.32835
,250.23607,-49.016729
,346.148519,62.422659
,276.934058,-1.859097
,345.376793,62.800814
,271.878775,-4.675475
,337.80901,58.736231
,335.938732,63.537207
,306.461561,39.86648
,305.021077,41.209822
,334.016749,61.604222
,305.733286,39.679578
,311.567829,42.537104
,193.859589,-76.844251
,267.275001,-31.319403
,306.107271,39.128463
,313.292848,44.363482
,313.076634,44.417252
,46.664984,58.843213
,68.792758,24.483186
,92.979881,20.686904
,274.094999,-2.570091
,51.697559,58.927293
,339.719803,60.768156
,98.086751,5.071265
,92.925224,-6.183541
,93.047971,-6.165229
,38.363583,72.782461
,306.146448,38.571174
,51.842625,58.861285
,304.31913,38.983635
,92.62788,-6.037735
,92.020426,-6.926874
,334.101973,61.988579
,246.130501,-39.956098
,81.090324,2.200555
,253.979696,-45.162496
,343.90336,62.187687
,67.808423,18.275361
,69.486254,25.773116
,305.50567,40.554283
,313.401202,44.274053
,90.146573,31.498854
,266.643584,-30.380139
,343.187139,61.925128
,92.786419,-6.145271
,70.684607,29.6606
,304.596046,38.971172
,313.489676,43.946558
,204.124278,41.140431
,305.428933,38.8687
,305.882291,39.625139
,304.4445,41.858645
,163.497819,57.686197
,313.713551,44.541412
,308.194428,38.202761
,165.754033,-60.249699
,252.433253,-43.523054
,91.823244,-6.031128
,346.750219,62.515437
,7.31677,-73.242552
,260.810596,59.281604
,241.236077,43.315133
,335.752574,63.862085
,92.997655,20.693237
,82.893991,12.108674
,269.798133,-25.825954
,92.113413,-6.403326
,92.871331,-6.163723
,341.055112,61.012511
,65.564839,51.877237
,119.182713,-38.982645
,254.049987,-41.589786
,42.854556,60.292495
,91.558195,-5.974207
,313.17843,44.319562
,304.516261,39.020445
,275.706676,-1.682496
,279.295371,-9.2144
,335.062409,63.101334
,305.830389,38.082708
,306.133513,39.058482
,304.834884,39.474247
,305.36573,38.847467
,304.615037,41.740475
,304.354543,41.94373
,272.892766,-20.457109
,333.763268,59.129514
,23.431805,30.277346
,312.697788,44.731082
,288.655013,9.736155
,273.947636,-3.788175
,305.975769,38.067006
,240.59172,-51.735506
,92.422295,20.727006
,43.759351,60.671545
,158.102068,58.046631
,44.797636,60.527837
,277.401764,-0.26318
,305.428822,41.464526
,86.635686,20.68546
,270.12157,-24.960157
,163.497813,57.686203
,269.870374,-25.587208
,305.741523,38.655639
,305.446587,40.54254
,342.837896,62.518861
,36.463221,0.16
,305.09651,38.911821
,306.189794,39.190672
,159.601265,-58.575165
,42.799033,60.582813
,98.570366,4.405336
,304.427027,39.008413
,45.192432,60.473064
,307.057367,40.246736
,36.593183,61.552449
,193.241744,-76.861828
,93.74778,-5.849314
,332.987858,58.513095
,314.596981,44.678239
,251.793246,-9.549149
,249.415147,-48.878724
,306.58284,41.099694
,272.686979,-17.869991
,309.248418,40.789115
,304.636374,40.002047
,305.847018,39.589974
,43.027366,60.29346
,43.354328,60.64898
,150.658999,1.667803
,132.735312,-43.534497
,45.258021,60.365963
,187.921821,-71.108824
,334.549313,59.20958
,91.684735,-5.907418
,43.577519,60.650675
,267.119709,-31.313478
,305.874324,39.788288
,42.905768,60.1074
,259.700191,-36.289905
,44.5741,61.002876
,198.820014,-62.187248
,277.21749,-2.127529
,67.923816,24.686474
,345.086644,61.778962
,328.404264,62.479718
,325.549896,66.007218
,312.878885,44.116449
,312.72707,43.773304
,100.471478,9.846514
,85.723337,-8.339602
,85.93177,-8.571254
,130.561518,-48.063944
,310.786698,42.769063
,69.515007,25.514535
,25.430886,-74.227903
,36.918499,72.798228
,100.405289,9.751929
,68.483224,26.260814
,85.317285,-9.504776
,251.761023,-9.542886
,85.737241,-8.380625
,192.670631,-78.852476
,334.557313,58.87567
,100.26859,9.888436
,83.257318,-4.821792
,44.340312,20.701841
,85.172639,-9.607203
,85.663954,-8.441198
,327.994399,14.144602
,282.921237,-0.297128
,52.53422,30.695776
,85.665794,-9.362902
