source_id,FITS Available,Status,_confirmed,_ra,_dec
1.632274532427332e+17,YES,CONFIRMED,True,278.087793,-1.257906
1.644807934188828e+17,YES,CONFIRMED,True,278.087793,-1.257906
1.5114921063577805e+17,YES,CONFIRMED,True,278.087793,-1.257906
1.4759889188546688e+17,YES,CONFIRMED,True,278.087793,-1.257906
