source_id,Spectral Type,K-Dwarf?,Status,_passed
2.2795522473818496e+18,ERROR,NO,ERROR,False
1.632274532427332e+17,ERROR,NO,ERROR,False
1.644807934188828e+17,ERROR,NO,ERROR,False
1.5114921063577805e+17,ERROR,NO,ERROR,False
1.5131561914419456e+17,ERROR,NO,ERROR,False
5.056939475503006e+18,ERROR,NO,ERROR,False
1.4759889188546688e+17,ERROR,NO,ERROR,False
