target_id,ra,dec
COORD_185.45804790085825_-63.41119928199942,185.45804790085825,-63.41119928199942
COORD_266.8824471051658_5.492017351427241,266.8824471051658,5.492017351427241
COORD_71.31817341934601_-68.02451825200984,71.31817341934601,-68.02451825200984
COORD_336.1033412673041_60.48639313921995,336.1033412673041,60.48639313921995
COORD_338.13155805691764_61.03313188312744,338.13155805691764,61.03313188312744
COORD_69.61033844980753_-70.41577100390197,69.61033844980753,-70.41577100390197
COORD_16.92296673815411_-74.42967460840649,16.92296673815411,-74.42967460840649
COORD_338.1448101932117_59.12885194221668,338.1448101932117,59.12885194221668
COORD_261.1461450237008_59.20338108819993,261.1461450237008,59.20338108819993
COORD_88.86877603292741_-69.43304988325868,88.86877603292741,-69.43304988325868
COORD_29.72427278771816_-73.21263947454426,29.72427278771816,-73.21263947454426
COORD_33.58807301970992_-75.3175821860545,33.58807301970992,-75.3175821860545
COORD_31.368818684555368_-74.76508027086271,31.368818684555368,-74.76508027086271
COORD_212.9845324068189_-65.17573517108684,212.9845324068189,-65.17573517108684
COORD_285.9994017529559_-37.41733128737604,285.9994017529559,-37.41733128737604
COORD_105.75298951823272_-3.603939021188168,105.75298951823272,-3.603939021188168
COORD_261.17886136882413_59.58137378502001,261.17886136882413,59.58137378502001
COORD_27.521759220026272_-74.32506796342629,27.521759220026272,-74.32506796342629
COORD_246.9730138718716_42.444125722494384,246.9730138718716,42.444125722494384
COORD_70.73494849882644_-69.09760854995254,70.73494849882644,-69.09760854995254
