target_id,ra,dec
SSTSL2 J133523.86+410733.0,203.849427,41.125851
SSTSL2 J211850.85-633231.2,319.711904,-63.542004
SSTSL2 J172832.51+740319.2,262.135481,74.055338
SSTSL2 J172251.50+591929.9,260.714612,59.324973
SSTSL2 J032831.67+305312.0,52.131961,30.88669
SSTSL2 J160522.77-224617.3,241.344916,-22.771484
SSTSL2 J142741.17-794802.0,216.921553,-79.800574
SSTSL2 J163647.03+401243.3,249.195979,40.212038
SSTSL2 J103546.00+520801.1,158.941669,52.133652
SSTSL2 J172414.87+594129.3,261.061995,59.691493
SSTSL2 J143308.02+353459.6,218.283438,35.583239
SSTSL2 J042053.09+272039.1,65.221213,27.344217
SSTSL2 J013504.00+310513.4,23.766693,31.087071
SSTSL2 J105607.92+583715.4,164.033005,58.620957
SSTSL2 J025816.61+192609.8,44.56922,19.436067
SSTSL2 J104325.58+565736.4,160.856608,56.960129
SSTSL2 J161213.72+534129.2,243.05717,53.691459
SSTSL2 J160501.57+544944.0,241.256545,54.828895
SSTSL2 J140200.84+542315.7,210.503522,54.387704
SSTSL2 J160052.30+550222.2,240.217942,55.03951
SSTSL2 J122121.18-792202.3,185.338262,-79.367316
SSTSL2 J162837.82+425350.3,247.157619,42.89733
SSTSL2 J010702.42-744025.2,16.760112,-74.673667
SSTSL2 J054451.48-695438.3,86.214531,-69.910657
SSTSL2 J050805.46-652939.5,77.022786,-65.49431
SSTSL2 J002001.84+215351.4,5.007687,21.897637
SSTSL2 J174507.88+053021.9,266.282834,5.506091
SSTSL2 J013622.95+210017.9,24.095635,21.004987
SSTSL2 J005352.48-705920.5,13.468685,-70.989042
SSTSL2 J021758.12-035022.7,34.492204,-3.839653
SSTSL2 J164746.16+345828.4,251.942337,34.974563
SSTSL2 J142718.20+460632.5,216.825853,46.109049
SSTSL2 J225636.28+630716.3,344.151182,63.121201
SSTSL2 J110411.93-033612.4,166.049726,-3.603466
SSTSL2 J171419.37+583855.7,258.580718,58.648816
SSTSL2 J003343.06-732440.0,8.429446,-73.411132
SSTSL2 J180302.08-044233.7,270.758668,-4.709383
SSTSL2 J171225.28-274202.4,258.105343,-27.700673
SSTSL2 J171252.37+602635.7,258.218224,60.443264
SSTSL2 J032839.57-282919.2,52.164892,-28.488679
SSTSL2 J102607.38+673823.2,156.530754,67.63978
SSTSL2 J033703.86-275019.8,54.266095,-27.838848
SSTSL2 J005325.40-710242.7,13.355853,-71.045198
SSTSL2 J060106.18-685511.0,90.275775,-68.919742
SSTSL2 J153918.27-065726.1,234.826142,-6.957262
SSTSL2 J104932.16+581015.0,162.384018,58.170858
SSTSL2 J080940.82-492350.2,122.420118,-49.397287
SSTSL2 J223141.52+600408.5,337.923029,60.069049
SSTSL2 J160212.15+553640.2,240.550656,55.611191
SSTSL2 J161215.93+551439.7,243.066405,55.244365
SSTSL2 J142119.91+295855.6,215.332979,29.982117
SSTSL2 J164212.24+413145.7,250.551033,41.529388
SSTSL2 J171924.77+592041.2,259.853231,59.344803
SSTSL2 J070422.85-034537.4,106.095245,-3.760389
SSTSL2 J174626.83+054808.8,266.611792,5.802471
SSTSL2 J004201.59-724724.0,10.506666,-72.79002
SSTSL2 J142157.28-801246.3,215.488685,-80.212863
SSTSL2 J211913.75-633759.1,319.80732,-63.633092
SSTSL2 J043133.62-684733.8,67.890092,-68.792736
SSTSL2 J104952.96+561835.1,162.470685,56.309754
SSTSL2 J045729.38-703302.6,74.372436,-70.55074
SSTSL2 J162037.56+550058.8,245.156529,55.01634
SSTSL2 J052859.15+020448.9,82.246496,2.080256
SSTSL2 J193052.33-723658.6,292.718063,-72.616303
SSTSL2 J101913.73+390614.9,154.807213,39.104164
SSTSL2 J223508.09+591721.8,338.783738,59.289403
SSTSL2 J000204.23-301034.3,0.51765,-30.176215
SSTSL2 J084647.63-785825.8,131.698461,-78.973852
SSTSL2 J122514.15+213010.6,186.308998,21.502971
SSTSL2 J081821.16+704020.9,124.588198,70.672481
SSTSL2 J135356.74+401535.9,208.486436,40.259997
SSTSL2 J161810.92+554147.6,244.545522,55.696581
SSTSL2 J105730.78+571613.5,164.378278,57.270427
SSTSL2 J160546.55+541529.8,241.443968,54.258304
SSTSL2 J154503.74-342820.5,236.265607,-34.472387
SSTSL2 J204117.50+672255.9,310.32294,67.382208
SSTSL2 J133513.52+403932.1,203.806345,40.658929
SSTSL2 J070435.23-035257.2,106.146817,-3.882574
SSTSL2 J123242.44+373429.0,188.176846,37.574748
SSTSL2 J062601.05+820324.2,96.504397,82.056725
SSTSL2 J160813.28+564527.7,242.055352,56.757709
SSTSL2 J165015.87+344601.8,252.566137,34.767187
SSTSL2 J154002.75-073040.9,235.011481,-7.511384
SSTSL2 J052426.43+015543.0,81.110132,1.928617
SSTSL2 J020520.55-742829.2,31.335642,-74.474786
SSTSL2 J161738.04+544508.9,244.408525,54.752498
SSTSL2 J054308.34-085134.2,85.784785,-8.8595
SSTSL2 J022146.24-033230.4,35.442699,-3.541788
SSTSL2 J003555.09-445011.7,8.979575,-44.836605
SSTSL2 J032732.02-282518.8,51.883458,-28.42191
SSTSL2 J171903.29+601423.5,259.763729,60.23988
SSTSL2 J033626.13-280426.0,54.108914,-28.073893
SSTSL2 J162031.87-211926.0,245.132795,-21.323899
SSTSL2 J003457.19-741037.8,8.738322,-74.177192
SSTSL2 J033050.16-280600.1,52.709018,-28.100037
SSTSL2 J163740.77+412558.9,249.419878,41.433052
SSTSL2 J042017.41+381855.6,65.072574,38.315456
SSTSL2 J143816.08+352116.3,219.567018,35.354533
SSTSL2 J103530.25+580831.2,158.876066,58.142027
SSTSL2 J172241.50+591123.4,260.672932,59.18984
SSTSL2 J231941.08+092741.3,349.921182,9.461486
SSTSL2 J162527.29+423312.0,246.363725,42.553342
SSTSL2 J172006.97+593117.0,260.02908,59.52139
SSTSL2 J112918.93+203233.8,172.328901,20.542735
SSTSL2 J023353.95+725604.8,38.474795,72.934686
SSTSL2 J033316.74-360509.0,53.319751,-36.085834
SSTSL2 J174749.07+053239.7,266.954493,5.544363
SSTSL2 J223749.58+750406.4,339.456593,75.068451
SSTSL2 J104601.99+564702.7,161.50833,56.784105
SSTSL2 J223337.86+593058.9,338.407752,59.51638
SSTSL2 J110105.34+575429.7,165.272287,57.908269
SSTSL2 J033008.02-273802.0,52.533441,-27.633916
SSTSL2 J174624.76+053538.1,266.603202,5.59392
SSTSL2 J052515.33+014001.5,81.313887,1.667087
SSTSL2 J174525.07+055138.8,266.354464,5.860781
SSTSL2 J141225.47-652820.2,213.106131,-65.47228
SSTSL2 J172318.09+594207.8,260.825376,59.702182
SSTSL2 J174742.08+054618.1,266.925353,5.77172
SSTSL2 J052604.86+020428.1,81.520256,2.074494
SSTSL2 J221346.37-213659.9,333.443218,-21.616639
SSTSL2 J033202.29-271016.7,53.009578,-27.171321
SSTSL2 J021252.20-743228.2,33.217502,-74.541183
SSTSL2 J101830.12+385633.8,154.625536,38.942723
SSTSL2 J125003.15+725538.3,192.513159,72.927329
SSTSL2 J052936.48+015844.5,82.402009,1.979043
SSTSL2 J143027.06+354751.6,217.612785,35.797684
SSTSL2 J104607.17+565012.0,161.5299,56.836693
SSTSL2 J000203.71-301024.9,0.515493,-30.173608
SSTSL2 J004332.32-743907.5,10.884686,-74.652088
SSTSL2 J110028.91+580817.6,165.120467,58.138234
SSTSL2 J162154.95+553043.3,245.478977,55.512032
SSTSL2 J052528.05+013717.5,81.366916,1.621535
SSTSL2 J222906.32-204727.8,337.276366,-20.791082
SSTSL2 J103536.24+515959.2,158.901027,51.999801
SSTSL2 J141929.13+532419.6,214.871377,53.405457
SSTSL2 J060521.83-064834.0,91.340997,-6.809453
SSTSL2 J042523.46+283622.5,66.347785,28.606275
SSTSL2 J053510.39-691518.2,83.793306,-69.255072
SSTSL2 J165102.52+344340.7,252.760526,34.72798
SSTSL2 J022254.24-031706.4,35.726028,-3.285139
SSTSL2 J052815.03-655316.4,82.062626,-65.887901
SSTSL2 J041319.96+281023.5,63.333205,28.173203
SSTSL2 J044148.49-684524.3,70.45206,-68.756771
SSTSL2 J122958.81-712922.8,187.495065,-71.489688
SSTSL2 J083931.93-532052.4,129.88307,-53.34791
SSTSL2 J143837.16+352718.6,219.654874,35.455172
SSTSL2 J065251.79-234627.2,103.215799,-23.774226
SSTSL2 J171401.45+602733.9,258.506044,60.459442
SSTSL2 J012552.62-715941.0,21.469261,-71.99475
SSTSL2 J000324.88-295315.9,0.853667,-29.88777
SSTSL2 J171848.65+602703.4,259.702715,60.450957
SSTSL2 J172112.61+595114.8,260.302555,59.854128
SSTSL2 J164618.46+344108.2,251.576939,34.685612
SSTSL2 J020647.65-743521.2,31.698559,-74.589247
SSTSL2 J181058.34-023234.5,272.743123,-2.542944
SSTSL2 J121910.72-630146.9,184.79468,-63.029696
SSTSL2 J053210.15-003712.3,83.042328,-0.6201
SSTSL2 J122041.25+165941.4,185.171901,16.994838
SSTSL2 J232006.71+003655.5,350.027967,0.615425
SSTSL2 J053236.53-004443.7,83.152237,-0.745486
SSTSL2 J054855.34-662055.2,87.230604,-66.348685
SSTSL2 J005030.33-744928.8,12.6264,-74.824692
SSTSL2 J164639.43+345558.5,251.664325,34.932934
SSTSL2 J053401.08-060226.8,83.50452,-6.040787
SSTSL2 J171910.91+741352.1,259.795469,74.231144
SSTSL2 J104756.55+212406.8,161.985647,21.401905
SSTSL2 J083254.39+422402.7,128.226639,42.400753
SSTSL2 J045024.64-675928.0,72.602671,-67.99113
SSTSL2 J102439.00+600156.8,156.162526,60.03247
SSTSL2 J141519.69-003434.1,213.832082,-0.576143
SSTSL2 J163902.91+420223.2,249.762128,42.039797
SSTSL2 J021748.32-055929.6,34.45134,-5.991577
SSTSL2 J125554.06-055300.7,193.975277,-5.883531
SSTSL2 J043501.51+243018.3,68.756304,24.505092
SSTSL2 J004657.28+425947.8,11.738701,42.996621
SSTSL2 J050418.06-710830.7,76.07525,-71.141882
SSTSL2 J021806.99-733343.6,34.52916,-73.562116
SSTSL2 J164142.24+405230.7,250.426005,40.875219
SSTSL2 J142933.79+331304.1,217.3908,33.217806
SSTSL2 J163116.25+405048.0,247.817714,40.846686
SSTSL2 J053400.33-053543.4,83.501416,-5.595391
SSTSL2 J142916.43+354656.5,217.318486,35.782362
SSTSL2 J135224.86+312644.8,208.103593,31.4458
SSTSL2 J100448.71+685100.9,151.202998,68.85026
SSTSL2 J015234.79-751648.4,28.14497,-75.280121
SSTSL2 J041743.94+280557.1,64.4331,28.099215
SSTSL2 J220636.69+585115.1,331.652904,58.854217
SSTSL2 J224211.90+595720.4,340.549613,59.955669
SSTSL2 J101735.44+214105.4,154.397687,21.684844
SSTSL2 J172101.19+595139.2,260.254975,59.8609
SSTSL2 J011329.37-732954.2,18.372384,-73.498414
SSTSL2 J142912.02+322822.9,217.300121,32.473032
SSTSL2 J053306.23-004219.7,83.275969,-0.705495
SSTSL2 J043219.18+262802.3,68.079945,26.467315
SSTSL2 J153501.83-295106.2,233.757632,-29.851725
SSTSL2 J161744.47+550538.8,244.435323,55.094123
SSTSL2 J022139.53-040757.6,35.414741,-4.132688
SSTSL2 J053718.41-054352.3,84.326713,-5.731215
SSTSL2 J010210.58-734239.2,15.544124,-73.710889
SSTSL2 J013517.56+301624.5,23.823176,30.273485
SSTSL2 J125227.03-764726.9,193.112633,-76.790806
SSTSL2 J053558.60-014505.1,83.994174,-1.75143
SSTSL2 J054452.80+091305.2,86.220029,9.218129
SSTSL2 J033423.71-284519.6,53.598817,-28.755457
SSTSL2 J165034.00+344945.8,252.641693,34.829408
SSTSL2 J095132.59+682930.5,147.885801,68.491824
SSTSL2 J174734.38+054814.3,266.893259,5.803993
SSTSL2 J160221.93-200559.9,240.591413,-20.099992
SSTSL2 J022132.72-034908.5,35.386355,-3.819042
SSTSL2 J142926.33+355552.5,217.359729,35.931254
SSTSL2 J125522.14-801412.7,193.84229,-80.236879
SSTSL2 J013715.96-743801.7,24.316528,-74.633812
SSTSL2 J012256.94+072635.9,20.737286,7.443317
SSTSL2 J011212.96-261426.9,18.054038,-26.240829
SSTSL2 J004258.10+403315.9,10.742103,40.554422
SSTSL2 J105252.46+584453.2,163.218596,58.748115
SSTSL2 J042901.24+261544.6,67.255191,26.262399
SSTSL2 J032710.83-290601.0,51.795141,-29.100291
SSTSL2 J013212.18+301040.8,23.050786,30.178022
SSTSL2 J142358.65+241527.4,215.994384,24.25762
SSTSL2 J154029.43-070149.5,235.122656,-7.030441
SSTSL2 J041834.74+280155.1,64.644767,28.031989
SSTSL2 J141513.58-003627.8,213.806605,-0.607733
SSTSL2 J161110.34+533531.2,242.793098,53.592011
SSTSL2 J043541.34+240131.0,68.922272,24.025291
SSTSL2 J105432.10+585251.3,163.633755,58.880933
SSTSL2 J041939.66+280150.6,64.915285,28.030749
SSTSL2 J160831.91+555907.0,242.13298,55.985282
SSTSL2 J044608.14-711410.3,71.533918,-71.236196
SSTSL2 J022137.69-044840.5,35.407082,-4.811256
SSTSL2 J161147.32+215923.1,242.947198,21.989766
SSTSL2 J122549.92-274031.5,186.458036,-27.675431
SSTSL2 J110402.78-033359.6,166.011623,-3.566578
SSTSL2 J053353.39-654519.3,83.472493,-65.755363
SSTSL2 J185851.28-370259.3,284.71367,-37.049822
SSTSL2 J103940.09+592221.6,159.917068,59.372684
SSTSL2 J032735.96-274115.9,51.899874,-27.687761
SSTSL2 J012255.16-745515.0,20.729857,-74.92086
SSTSL2 J024638.94-301046.1,41.662287,-30.179499
SSTSL2 J160934.90+534323.1,242.395446,53.723103
SSTSL2 J161147.52-375930.2,242.948036,-37.991742
SSTSL2 J084517.41-785937.1,131.322558,-78.993645
SSTSL2 J160918.89+543413.7,242.32874,54.570486
SSTSL2 J171810.63+602512.4,259.544309,60.420137
SSTSL2 J105839.06-154945.2,164.662789,-15.829248
SSTSL2 J161054.98+533656.2,242.729084,53.615621
SSTSL2 J103714.88+573815.3,159.312039,57.637596
SSTSL2 J060239.59+162853.4,90.664969,16.481502
SSTSL2 J012134.28-713807.5,20.39286,-71.63544
SSTSL2 J142611.42+330431.5,216.547603,33.075433
SSTSL2 J104020.55+571545.4,160.085632,57.262626
SSTSL2 J225610.72+604640.6,344.044694,60.777965
SSTSL2 J052714.56+020700.8,81.810678,2.116908
SSTSL2 J012739.89-744004.8,21.916216,-74.668021
SSTSL2 J171012.92+103133.4,257.553834,10.525947
SSTSL2 J053945.18-285007.0,84.938281,-28.835285
SSTSL2 J174730.30+054051.2,266.876257,5.680906
SSTSL2 J003643.00-720811.4,9.179203,-72.136504
SSTSL2 J171028.13+585040.8,257.617216,58.844677
SSTSL2 J125258.01-765142.5,193.241744,-76.861828
SSTSL2 J033256.26-285812.3,53.234433,-28.97011
SSTSL2 J022620.93-050918.6,36.587213,-5.15518
SSTSL2 J225605.11+600649.1,344.021329,60.113656
SSTSL2 J103506.11+582424.0,158.775483,58.40667
SSTSL2 J053301.75-044918.4,83.257318,-4.821792
SSTSL2 J052253.43-715020.9,80.722642,-71.839149
SSTSL2 J043450.59-693646.5,68.710827,-69.61293
SSTSL2 J050011.48-711649.6,75.04786,-71.280465
SSTSL2 J142929.11+340026.7,217.371308,34.007443
SSTSL2 J161203.72+531802.1,243.015522,53.300599
SSTSL2 J103625.39+585432.7,159.105829,58.909105
SSTSL2 J161320.45-230326.8,243.335244,-23.057449
SSTSL2 J055419.53-695023.7,88.581413,-69.839938
SSTSL2 J160817.39-190813.7,242.072483,-19.137152
SSTSL2 J044718.81-700320.8,71.82841,-70.055803
SSTSL2 J143606.13+333859.3,219.025575,33.649818
SSTSL2 J045734.22-665209.4,74.392619,-66.869301
SSTSL2 J142808.38+502559.0,217.034935,50.433073
SSTSL2 J053439.12-040209.3,83.663032,-4.035939
SSTSL2 J165101.40+350042.1,252.755843,35.01172
SSTSL2 J060544.19-055103.7,91.43413,-5.851049
SSTSL2 J053602.88+094207.5,84.012,9.702091
SSTSL2 J025721.67+204206.6,44.340312,20.701841
SSTSL2 J105531.83+572615.1,163.882637,57.437543
SSTSL2 J105943.82+574641.8,163.882633,57.437544
SSTSL2 J054041.43-093625.9,164.932584,57.778288
SSTSL2 J104815.25+570155.4,85.172639,-9.607203
SSTSL2 J033031.74-290657.6,162.063569,57.032073
SSTSL2 J223438.90+613028.4,52.63229,-29.116022
SSTSL2 J172803.36-294435.6,338.662109,61.507892
SSTSL2 J143707.30+350524.2,262.014009,-29.743234
SSTSL2 J004608.56-730922.2,219.280455,35.090056
SSTSL2 J104709.14+585114.9,11.535683,-73.156179
SSTSL2 J032725.92-282519.8,161.788107,58.854151
SSTSL2 J051828.59-653614.9,51.858,-28.422168
SSTSL2 J055914.34-674149.2,79.619152,-65.604151
SSTSL2 J171432.27+501540.2,89.809788,-67.697022
SSTSL2 J160217.72+554109.6,258.634488,50.261187
SSTSL2 J171946.68+594942.5,240.573846,55.686014
SSTSL2 J054455.14-662013.8,259.944508,59.828485
SSTSL2 J144147.80-601545.9,86.229752,-66.33719
SSTSL2 J083841.39-525504.7,220.449192,-60.262772
SSTSL2 J012949.65-740339.9,129.67249,-52.917975
SSTSL2 J045701.86-654402.4,22.456888,-74.061087
SSTSL2 J005210.53-721355.9,74.257768,-65.734015
SSTSL2 J060940.06-064118.1,13.043883,-72.23221
SSTSL2 J054239.34-082628.3,92.416944,-6.68838
SSTSL2 J213307.73+830501.2,85.663954,-8.441198
SSTSL2 J160531.79-224437.9,323.282217,83.083677
SSTSL2 J172326.33+601534.8,241.382471,-22.74388
SSTSL2 J122127.95+113301.1,260.859719,60.259692
SSTSL2 J105952.42+580444.2,185.366461,11.550311
SSTSL2 J061249.50-064541.2,164.968427,58.078956
SSTSL2 J051756.19-715538.1,93.206257,-6.761462
SSTSL2 J212220.39-615007.1,79.484158,-71.927258
SSTSL2 J141310.38-652346.6,320.584994,-61.835326
SSTSL2 J183014.04-122351.2,213.293273,-65.396305
SSTSL2 J100527.73+685503.5,277.55851,-12.397581
SSTSL2 J011942.58-734520.7,151.365561,68.917662
SSTSL2 J022155.81-742427.8,19.927434,-73.755771
SSTSL2 J215158.65+140840.5,35.482563,-74.407733
SSTSL2 J210105.19+435915.9,327.994399,14.144602
SSTSL2 J071654.55+373433.6,315.271636,43.987766
SSTSL2 J163243.57+412652.2,109.227326,37.576008
SSTSL2 J172900.71+740543.3,248.181549,41.447849
SSTSL2 J161238.60+281633.2,262.252993,74.095381
SSTSL2 J172448.16+595010.0,243.160861,28.275896
SSTSL2 J045431.08-031100.7,261.200673,59.836117
SSTSL2 J015626.31-742209.5,73.629521,-3.183538
SSTSL2 J155906.05+551558.1,29.109664,-74.36933
SSTSL2 J185141.09-001749.6,239.77522,55.266147
SSTSL2 J033458.09-275546.8,282.921237,-0.297128
SSTSL2 J192303.04-542534.2,53.742071,-27.929672
SSTSL2 J022414.17-041757.7,290.762676,-54.426192
SSTSL2 J172123.46+593702.0,36.059076,-4.299387
SSTSL2 J154738.62+444851.0,260.347771,59.617241
SSTSL2 J171424.54+600841.7,236.910918,44.814193
SSTSL2 J104643.40+590909.6,258.602259,60.14492
SSTSL2 J081908.22+211124.0,161.68085,59.152691
SSTSL2 J163823.65+402548.8,124.784262,21.190011
SSTSL2 J041825.81+263442.7,249.598564,40.430237
SSTSL2 J033008.21+304144.7,64.607577,26.578548
SSTSL2 J054239.79-092146.4,52.53422,30.695776
SSTSL2 J012950.47-722022.0,85.665794,-9.362902
SSTSL2 J142037.55-801255.8,22.460305,-72.339459
SSTSL2 J143916.72+352725.4,215.156483,-80.215515
SSTSL2 J142845.99+342326.3,219.819669,35.457076
SSTSL2 J064134.51-510259.0,217.191656,34.390653
SSTSL2 J064137.26+094506.9,100.39381,-51.049738
SSTSL2 J095812.81+020124.9,100.405289,9.751929
SSTSL2 J015201.24-740921.8,149.553402,2.023594
SSTSL2 J084901.75-441332.7,28.005188,-74.15608
SSTSL2 J071803.03+374054.5,132.257302,-44.225763
SSTSL2 J043355.97+261538.9,109.512645,37.681813
SSTSL2 J083723.48-433756.0,68.483224,26.260814
SSTSL2 J161242.53-380003.9,129.347858,-43.632238
SSTSL2 J053118.14-724340.4,243.17722,-38.001105
SSTSL2 J141722.28-803102.4,82.825593,-72.727914
SSTSL2 J143422.66+335847.7,214.342841,-80.517344
SSTSL2 J054116.14-093017.1,218.594456,33.979939
SSTSL2 J103329.90+581254.7,85.317285,-9.504776
SSTSL2 J043440.64+235927.5,158.374609,58.21521
SSTSL2 J143609.39+331840.3,68.66934,23.990981
SSTSL2 J053256.35-671648.6,219.039153,33.3112
SSTSL2 J172139.43+590853.6,83.234799,-67.280184
SSTSL2 J163922.59+404934.8,260.414325,59.148228
SSTSL2 J164702.64-093234.3,249.844128,40.826361
SSTSL2 J054256.93-082250.2,251.761023,-9.542886
SSTSL2 J125040.95-785108.9,85.737241,-8.380625
SSTSL2 J021607.40-750831.1,192.670631,-78.852476
SSTSL2 J220838.67+585727.4,34.030866,-75.141974
SSTSL2 J221813.72+602542.5,332.161144,58.957626
SSTSL2 J061401.61-064147.9,334.557201,60.428482
SSTSL2 J043621.48+271912.4,93.506717,-6.696646
SSTSL2 J142345.62-800508.0,69.089518,27.320113
SSTSL2 J055143.22-675151.8,215.940121,-80.085575
SSTSL2 J022657.13-742016.3,87.930114,-67.864406
SSTSL2 J220330.89+581412.3,36.738049,-74.337886
SSTSL2 J095031.99+685240.7,330.878727,58.236776
SSTSL2 J045950.23-260252.9,147.633318,68.877979
SSTSL2 J221813.75+585232.4,74.959302,-26.048033
SSTSL2 J125817.83+270110.8,334.557313,58.87567
SSTSL2 J012335.33+331440.5,194.574298,27.019683
SSTSL2 J061540.01-061325.5,20.897231,33.244598
SSTSL2 J220821.67+292135.9,93.91671,-6.223767
SSTSL2 J105212.44+565730.8,332.090321,29.359991
SSTSL2 J222533.90+595502.2,163.051851,56.958573
SSTSL2 J033347.90-272957.4,336.391261,59.917291
SSTSL2 J162526.98+422552.3,53.449621,-27.499281
SSTSL2 J064104.46+095318.3,246.362424,42.431199
SSTSL2 J075644.25-385434.2,100.26859,9.888436
SSTSL2 J164801.63+350000.8,119.184375,-38.909522
SSTSL2 J160214.19-200430.6,252.006805,35.000231
SSTSL2 J033427.60-290957.5,240.559165,-20.075182
SSTSL2 J121320.87-205313.5,53.615015,-29.165977
SSTSL2 J064153.15+095047.4,183.336972,-20.887092
SSTSL2 J142644.90+354432.4,100.471478,9.846514
SSTSL2 J054253.60-082022.5,216.687105,35.742352
SSTSL2 J043517.83-683538.8,85.723337,-8.339602
SSTSL2 J054343.62-083416.5,68.824298,-68.594122
SSTSL2 J053337.49-663433.0,85.93177,-8.571254
