source_id,Spectral Type (Need K0V-K7V),Binary? (Need NO),Variable? (Need NO),Proper Motion RA (mas/yr),Proper Motion Dec (mas/yr),Status,Reasons
COORD_16.92296673815411_-74.42967460840649,K3V,NO,NO,234.1,201.0,PASSED,Confirmed K-dwarf in SIMBAD
