source_id,SIMBAD ID,Spectral Type,Object Type,Status,_passed,_ra,_dec
1.5114921063577805e+17,UCAC4 583-012422,Not published,*,NO SPECTRAL TYPE,True,68.07986992635716,26.46726951193044
1.4759889188546688e+17,NOT FOUND,N/A,N/A,NOT IN SIMBAD,True,68.92230271522764,24.025259984413438
