source_id,Best Period (days),Duration (hours),Depth (ppt),SNR,Planet Candidate?,_candidate,_period,_depth,_duration
COORD_16.92296673815411_-74.42967460840649,4.62,2.11,3.04,9.9,NO,False,4.6236405568185575,0.003042476547120278,0.088
