source_id,Gaia Teff (K),W1-W2 (< 0.50),IR Excess? (Need NO),B-V (0.60-1.20),PM total (> 20 mas/yr),Status,Reasons
COORD_16.92296673815411_-74.42967460840649,4500,0.12,NO,0.67,503.3,PASSED,All checks passed
