source_id,Teff (3900-5300 K),logg (>= 4.0),Parallax SNR (> 5),RUWE (< 1.4),Status,Reasons
148923048576102401,5665.0,4.5,888.0,1.96,FAILED,Too hot: Teff=5665K (need <=5300K); High RUWE: 1.96 (need <1.4) - possible binary
150884576226588672,3955.0,3.46,29.8,1.26,FAILED,Giant star: logg=3.46 (need >=4.0)
150884576226588671,3849.0,3.73,40.6,1.72,FAILED,Too cool: Teff=3849K (need >=3900K); Giant star: logg=3.73 (need >=4.0); High RUWE: 1.72 (need <1.4) - possible binary
